case:concept:name,concept:name,time:timestamp,label_0,label_1,label_2,label_3,label_4,resource,cost
Case_119,Start,2024-10-07 18:34:38.556576,0,0,1,0,1,Resource_3,93.71768724509036
Case_119,Register,2024-10-07 18:52:47.922856,0,1,1,1,0,Resource_3,60.37752838076969
Case_119,Analyze,2024-10-07 21:09:26.717795,0,0,0,0,0,Resource_2,26.68732880060636
Case_119,Review,2024-10-07 22:19:10.751423,0,0,1,0,0,Resource_1,34.51119761261707
Case_119,Approve,2024-10-08 03:08:00.412511,0,0,1,1,0,Resource_2,80.52001693939415
Case_119,Complete,2024-10-08 04:24:05.668431,0,0,0,0,0,Resource_3,25.04914900355639
Case_119,End,2024-10-08 05:32:44.622238,1,0,1,1,0,Resource_3,82.13670107724221
Case_12,Start,2024-10-21 13:19:54.710349,0,0,0,1,0,Resource_1,26.92626620084794
Case_12,Register,2024-10-21 14:38:11.593159,1,0,0,0,0,Resource_5,76.49785816837532
Case_12,Analyze,2024-10-21 17:18:35.681133,0,0,0,0,0,Resource_4,73.04079363445894
Case_12,Review,2024-10-21 18:21:32.484349,0,0,0,0,1,Resource_3,42.123729511762065
Case_12,Approve,2024-10-21 18:54:30.232497,1,1,0,0,0,Resource_5,57.32150938500959
Case_12,Complete,2024-10-21 19:20:57.263677,0,0,0,1,0,Resource_5,70.58242131282407
Case_12,End,2024-10-21 22:57:24.121370,0,0,0,1,0,Resource_5,98.3947153207
Case_120,Start,2025-05-07 16:54:35.978593,0,0,0,0,0,Resource_2,15.059467503918356
Case_120,Register,2025-05-07 18:20:09.465347,0,1,0,0,1,Resource_4,79.81635494853853
Case_120,Analyze,2025-05-07 23:31:36.274634,1,0,1,0,1,Resource_4,17.766900197680695
Case_120,Review,2025-05-08 03:12:02.761035,1,0,0,0,1,Resource_4,74.83977569122013
Case_120,Approve,2025-05-08 07:50:02.823640,1,0,1,0,0,Resource_4,90.27768968745552
Case_120,Complete,2025-05-08 09:27:18.830544,0,0,0,0,1,Resource_1,53.91107381110171
Case_120,End,2025-05-08 12:17:43.505879,1,0,0,0,0,Resource_4,37.16529230470222
Case_121,Start,2025-07-05 12:40:53.619631,0,0,0,1,0,Resource_5,60.92353965374709
Case_121,Register,2025-07-05 13:50:19.653788,0,0,0,0,0,Resource_2,97.12406047535197
Case_121,Analyze,2025-07-05 15:03:54.578861,1,0,0,1,0,Resource_1,88.35691652243507
Case_121,Review,2025-07-05 16:54:29.616134,0,0,0,0,1,Resource_2,44.784276077104906
Case_121,Approve,2025-07-05 18:20:32.845200,0,0,0,1,0,Resource_3,28.114727810343265
Case_121,Complete,2025-07-05 21:37:45.528604,1,0,0,0,0,Resource_1,54.58488313680034
Case_121,End,2025-07-06 00:09:06.613191,1,0,0,0,1,Resource_3,85.99205867604235
Case_122,Start,2025-01-31 12:33:31.358690,0,0,0,0,1,Resource_5,31.171079312015124
Case_122,Register,2025-01-31 17:17:49.613891,1,1,0,0,0,Resource_5,22.949882056025437
Case_122,Analyze,2025-01-31 20:24:49.055252,0,1,0,0,0,Resource_1,28.1272119366353
Case_122,Review,2025-02-01 01:22:14.008112,0,0,0,1,0,Resource_3,70.55246701123644
Case_122,Reject,2025-02-01 02:50:26.218307,0,0,0,0,1,Resource_1,36.96391936873199
Case_122,Rework,2025-02-01 04:25:57.265517,1,0,1,0,0,Resource_4,84.09812683820009
Case_122,Analyze,2025-02-01 06:45:49.859850,0,0,1,0,1,Resource_4,96.2406360495476
Case_122,Review,2025-02-01 07:41:53.609338,0,1,0,0,1,Resource_1,32.36321356984456
Case_122,Approve,2025-02-01 08:51:20.572473,1,1,1,1,1,Resource_2,62.83776850895159
Case_122,Complete,2025-02-01 09:09:29.104099,1,0,1,0,0,Resource_1,56.25237848741772
Case_122,End,2025-02-01 09:34:59.496786,0,0,0,0,0,Resource_3,52.234387112236284
Case_123,Start,2024-09-25 12:43:09.412282,0,0,0,0,1,Resource_3,33.04289010856358
Case_123,Register,2024-09-25 18:59:31.595717,0,0,0,0,0,Resource_2,99.96128617639863
Case_123,Analyze,2024-09-25 21:14:35.912999,1,0,1,0,1,Resource_4,90.01627710239764
Case_123,Review,2024-09-26 01:40:48.373106,0,0,0,1,0,Resource_4,25.14120514538879
Case_123,Approve,2024-09-26 03:44:19.260040,0,0,0,0,0,Resource_5,41.59239050420957
Case_123,Complete,2024-09-26 05:26:32.230437,1,0,1,0,1,Resource_2,34.40118364601152
Case_123,End,2024-09-26 10:19:27.455240,0,0,1,0,1,Resource_4,36.55742625941005
Case_124,Start,2025-06-27 14:38:45.535910,0,0,1,0,0,Resource_5,40.08753183475321
Case_124,Register,2025-06-27 16:58:55.893064,0,0,0,0,1,Resource_4,72.33534473500012
Case_124,Analyze,2025-06-27 22:48:03.171914,0,1,0,1,0,Resource_3,44.62919998336753
Case_124,Review,2025-06-28 02:52:14.346325,1,0,0,1,0,Resource_1,53.23886314066419
Case_124,Reject,2025-06-28 03:38:43.497003,0,0,1,0,1,Resource_4,78.37092308812285
Case_124,Rework,2025-06-28 08:19:45.469292,0,0,0,1,1,Resource_5,82.6283676781147
Case_124,Analyze,2025-06-28 10:45:21.946368,0,0,0,0,0,Resource_3,75.57904991225435
Case_124,Review,2025-06-28 12:26:24.727125,0,0,0,1,0,Resource_1,28.251994312282612
Case_124,Approve,2025-06-28 14:21:01.321966,0,0,0,0,0,Resource_3,90.02546397385346
Case_124,Complete,2025-06-28 17:21:41.916160,0,0,1,0,0,Resource_1,15.120301544262478
Case_124,End,2025-06-28 20:11:56.907664,0,1,1,0,0,Resource_2,42.05323690442732
Case_125,Start,2024-10-27 13:40:57.648880,1,1,0,0,1,Resource_2,73.74764009066098
Case_125,Register,2024-10-27 16:04:17.334790,0,0,0,0,0,Resource_2,85.95328267968367
Case_125,Analyze,2024-10-27 21:02:14.059974,0,0,0,1,1,Resource_3,48.7861179603714
Case_125,Review,2024-10-27 22:34:01.102492,0,0,1,0,0,Resource_1,87.3570050538216
Case_125,Approve,2024-10-28 01:05:05.714343,0,1,0,0,1,Resource_2,39.71610580927121
Case_125,Complete,2024-10-28 02:14:37.763232,0,0,0,1,0,Resource_3,83.80330941645835
Case_125,End,2024-10-28 03:00:20.835145,0,0,1,1,0,Resource_2,95.43231875691377
Case_126,Start,2024-12-11 13:31:27.296568,0,1,0,0,0,Resource_2,60.87005099320309
Case_126,Register,2024-12-11 15:06:06.771309,1,0,0,1,0,Resource_4,92.76174332997584
Case_126,Analyze,2024-12-11 16:36:35.775252,0,1,0,0,0,Resource_3,48.533905874352996
Case_126,Review,2024-12-11 18:48:56.793308,1,0,1,1,0,Resource_1,67.72042118448812
Case_126,Approve,2024-12-11 20:42:11.202595,0,0,0,1,0,Resource_2,59.45540963764508
Case_126,Complete,2024-12-12 04:48:37.669565,1,0,0,0,0,Resource_4,88.04784113388558
Case_126,End,2024-12-12 05:42:04.669880,1,1,1,0,0,Resource_5,49.725193492712876
Case_127,Start,2024-07-20 12:34:10.092376,0,0,1,1,0,Resource_1,95.6297972690563
Case_127,Register,2024-07-20 14:56:33.658159,1,0,0,0,0,Resource_5,19.13325401884556
Case_127,Analyze,2024-07-20 16:01:40.487733,0,0,1,0,0,Resource_2,69.61835010922312
Case_127,Review,2024-07-20 19:50:45.645725,0,1,0,0,0,Resource_1,79.92534214464978
Case_127,Reject,2024-07-20 21:38:30.460194,1,0,0,0,0,Resource_4,19.515783056839766
Case_127,Rework,2024-07-21 02:01:50.686925,1,0,0,0,0,Resource_4,43.20599140343731
Case_127,Analyze,2024-07-21 05:36:37.906423,0,0,0,1,0,Resource_4,64.67805108210078
Case_127,Review,2024-07-21 08:20:24.437045,1,0,1,0,1,Resource_2,43.07901902241959
Case_127,Approve,2024-07-21 09:02:27.833472,0,0,1,0,1,Resource_5,39.79720503731169
Case_127,Complete,2024-07-21 10:13:49.088321,0,0,0,0,0,Resource_2,12.990566885904512
Case_127,End,2024-07-21 14:35:59.049130,0,1,1,1,0,Resource_5,59.88766794871243
Case_128,Start,2025-01-02 15:49:35.840685,1,0,0,0,1,Resource_5,26.48763461987188
Case_128,Register,2025-01-02 19:25:05.323661,0,0,0,1,0,Resource_3,67.35851699126502
Case_128,Analyze,2025-01-02 20:41:43.708498,0,0,0,0,1,Resource_2,44.61866007239079
Case_128,Review,2025-01-02 21:19:26.682887,0,1,0,1,0,Resource_4,59.61308837751615
Case_128,Approve,2025-01-02 23:57:49.823614,1,0,0,1,1,Resource_3,97.48752222717934
Case_128,Complete,2025-01-03 01:14:29.899931,0,0,0,0,0,Resource_3,86.7927054055073
Case_128,End,2025-01-03 03:21:20.178519,0,1,0,0,1,Resource_3,46.37637656994687
Case_129,Start,2025-06-27 15:25:53.686118,0,1,0,1,1,Resource_3,76.8673961628888
Case_129,Register,2025-06-27 18:19:59.762710,0,0,0,0,0,Resource_5,96.42225672314271
Case_129,Analyze,2025-06-27 19:18:57.681022,1,0,1,0,0,Resource_3,63.03639507937135
Case_129,Review,2025-06-27 23:07:08.790503,1,0,1,0,1,Resource_1,83.14681443122898
Case_129,Approve,2025-06-28 01:15:08.777711,0,1,0,0,0,Resource_2,37.718098233187966
Case_129,Complete,2025-06-28 05:33:44.544562,0,1,0,0,0,Resource_1,25.559891506648466
Case_129,End,2025-06-28 06:13:24.378990,1,1,1,0,0,Resource_3,88.4537268306554
