antecedent,consequent,confidence,lift,support
"Humidity:(0.0,84.0); Pressure:(25.0,1030.0)","Temperature:(5.0,40.0)",1.0,1.0,0.9578313253012049
"Pressure:(25.0,1030.0); Temperature:(0.0,35.0)","Humidity:(0.0,84.0)",1.0,1.0,0.9036144578313253
"Humidity:(0.0,84.0); Temperature:(0.0,35.0)","Pressure:(25.0,1030.0)",0.9803921568627451,1.0235540757183377,0.9036144578313253
"Humidity:(0.0,84.0); Pressure:(25.0,1030.0)","Temperature:(0.0,35.0)",0.9433962264150944,1.0235540757183377,0.9036144578313253
"Pressure:(0.0,1030.0); Temperature:(5.0,30.0)","Humidity:(5.0,74.0)",0.768595041322314,0.9245418613007546,0.5602409638554217
"Humidity:(5.0,74.0); Temperature:(5.0,30.0)","Pressure:(0.0,1030.0)",0.96875,1.0113993710691824,0.5602409638554217
"Humidity:(5.0,74.0); Pressure:(0.0,1030.0)","Temperature:(5.0,30.0)",0.7099236641221374,0.950381679389313,0.5602409638554217
"Humidity:(0.0,69.0); Temperature:(5.0,30.0)","Pressure:(0.0,1030.0)",0.9761904761904763,1.0191674153938306,0.4939759036144578
"Pressure:(5.0,1030.0); Temperature:(5.0,30.0)","Humidity:(0.0,74.0)",0.768595041322314,0.9245418613007546,0.5602409638554217
"Humidity:(0.0,74.0); Temperature:(5.0,30.0)","Pressure:(5.0,1030.0)",0.96875,1.0113993710691824,0.5602409638554217
"Humidity:(0.0,74.0); Pressure:(5.0,1030.0)","Temperature:(5.0,30.0)",0.7099236641221374,0.950381679389313,0.5602409638554217
"Pressure:(0.0,1025.0); Temperature:(5.0,30.0)","Humidity:(0.0,74.0)",0.7787610619469026,0.936770552776709,0.5301204819277109
"Humidity:(0.0,74.0); Temperature:(5.0,30.0)","Pressure:(0.0,1025.0)",0.9166666666666667,1.0077262693156734,0.5301204819277109
"Pressure:(0.0,1030.0); Temperature:(10.0,30.0)","Humidity:(0.0,74.0)",0.7666666666666667,0.9222222222222223,0.5542168674698795
"Humidity:(0.0,74.0); Temperature:(10.0,30.0)","Pressure:(0.0,1030.0)",0.989247311827957,1.032799080273213,0.5542168674698795
"Humidity:(0.0,74.0); Pressure:(0.0,1030.0)","Temperature:(10.0,30.0)",0.7022900763358778,0.9634723361302125,0.5542168674698795
"Pressure:(0.0,1030.0); Temperature:(5.0,25.0)","Humidity:(0.0,74.0)",0.7777777777777779,0.9355877616747184,0.42168674698795183
"Humidity:(0.0,74.0); Temperature:(5.0,25.0)","Pressure:(0.0,1030.0)",0.9722222222222222,1.015024458420685,0.42168674698795183
"Pressure:(0.0,1030.0); Temperature:(0.0,35.0)","Humidity:(10.0,69.0)",0.74,0.9749206349206349,0.6686746987951807
"Humidity:(10.0,69.0); Temperature:(0.0,35.0)","Pressure:(0.0,1030.0)",0.9823008849557522,1.0255468358657538,0.6686746987951807
"Humidity:(10.0,69.0); Pressure:(0.0,1030.0)","Temperature:(0.0,35.0)",0.9249999999999999,1.00359477124183,0.6686746987951807
"Humidity:(5.0,64.0); Temperature:(0.0,35.0)","Pressure:(0.0,1030.0)",0.9797979797979799,1.0229337399148721,0.5843373493975904
"Humidity:(5.0,64.0); Pressure:(0.0,1030.0)","Temperature:(0.0,35.0)",0.9150943396226416,0.9928474534467876,0.5843373493975904
"Pressure:(5.0,1030.0); Temperature:(0.0,35.0)","Humidity:(5.0,69.0)",0.74,0.9749206349206349,0.6686746987951807
"Humidity:(5.0,69.0); Temperature:(0.0,35.0)","Pressure:(5.0,1030.0)",0.9823008849557522,1.0255468358657538,0.6686746987951807
"Humidity:(5.0,69.0); Pressure:(5.0,1030.0)","Temperature:(0.0,35.0)",0.9249999999999999,1.00359477124183,0.6686746987951807
"Pressure:(0.0,1025.0); Temperature:(0.0,35.0)","Humidity:(5.0,69.0)",0.7464788732394366,0.9834562933154483,0.6385542168674698
"Humidity:(5.0,69.0); Temperature:(0.0,35.0)","Pressure:(0.0,1025.0)",0.9380530973451326,1.031237179862861,0.6385542168674698
"Humidity:(5.0,69.0); Pressure:(0.0,1025.0)","Temperature:(0.0,35.0)",0.9217391304347826,1.0000568343279341,0.6385542168674698
"Pressure:(0.0,1030.0); Temperature:(5.0,35.0)","Humidity:(5.0,69.0)",0.74,0.9749206349206349,0.6686746987951807
"Humidity:(5.0,69.0); Temperature:(5.0,35.0)","Pressure:(0.0,1030.0)",0.9823008849557522,1.0255468358657538,0.6686746987951807
"Humidity:(5.0,69.0); Pressure:(0.0,1030.0)","Temperature:(5.0,35.0)",0.9249999999999999,1.00359477124183,0.6686746987951807
"Humidity:(5.0,69.0); Temperature:(0.0,30.0)","Pressure:(0.0,1030.0)",0.9761904761904763,1.0191674153938306,0.4939759036144578
"Pressure:(15.0,1030.0); Temperature:(10.0,40.0)","Humidity:(5.0,84.0)",1.0,1.0,0.9518072289156626
"Humidity:(5.0,84.0); Temperature:(10.0,40.0)","Pressure:(15.0,1030.0)",0.9693251533742331,1.011999845661149,0.9518072289156626
"Humidity:(5.0,84.0); Pressure:(15.0,1030.0)","Temperature:(10.0,40.0)",0.9937106918238993,1.011999845661149,0.9518072289156626
"Pressure:(15.0,1030.0); Temperature:(10.0,40.0)","Humidity:(0.0,79.0)",0.8987341772151899,0.9945991561181434,0.8554216867469879
"Humidity:(0.0,79.0); Temperature:(10.0,40.0)","Pressure:(15.0,1030.0)",0.9659863945578231,1.0085140974628846,0.8554216867469879
"Humidity:(0.0,79.0); Pressure:(15.0,1030.0)","Temperature:(10.0,40.0)",0.9930069930069929,1.011283195332275,0.8554216867469879
"Pressure:(20.0,1030.0); Temperature:(10.0,40.0)","Humidity:(0.0,84.0)",1.0,1.0,0.9518072289156626
"Humidity:(0.0,84.0); Temperature:(10.0,40.0)","Pressure:(20.0,1030.0)",0.9693251533742331,1.011999845661149,0.9518072289156626
"Humidity:(0.0,84.0); Pressure:(20.0,1030.0)","Temperature:(10.0,40.0)",0.9937106918238993,1.011999845661149,0.9518072289156626
"Pressure:(15.0,1025.0); Temperature:(10.0,40.0)","Humidity:(0.0,84.0)",1.0,1.0,0.9036144578313253
"Humidity:(0.0,84.0); Temperature:(10.0,40.0)","Pressure:(15.0,1025.0)",0.9202453987730062,1.0116605046113842,0.9036144578313253
"Humidity:(0.0,84.0); Pressure:(15.0,1025.0)","Temperature:(10.0,40.0)",0.9933774834437087,1.0116605046113842,0.9036144578313253
"Pressure:(15.0,1030.0); Temperature:(15.0,40.0)","Humidity:(0.0,84.0)",1.0,1.0,0.8253012048192772
"Humidity:(0.0,84.0); Temperature:(15.0,40.0)","Pressure:(15.0,1030.0)",0.9647887323943662,1.0072637080343698,0.8253012048192772
"Humidity:(0.0,84.0); Pressure:(15.0,1030.0)","Temperature:(15.0,40.0)",0.8616352201257862,1.0072637080343698,0.8253012048192772
"Pressure:(15.0,1030.0); Temperature:(10.0,35.0)","Humidity:(0.0,84.0)",1.0,1.0,0.8975903614457831
"Humidity:(0.0,84.0); Temperature:(10.0,35.0)","Pressure:(15.0,1030.0)",0.9933333333333333,1.0370649895178197,0.8975903614457831
"Humidity:(0.0,84.0); Pressure:(15.0,1030.0)","Temperature:(10.0,35.0)",0.9371069182389936,1.0370649895178197,0.8975903614457831
"Pressure:(10.0,1030.0); Temperature:(10.0,40.0)","Humidity:(5.0,79.0)",0.8987341772151899,0.9945991561181434,0.8554216867469879
"Humidity:(5.0,79.0); Temperature:(10.0,40.0)","Pressure:(10.0,1030.0)",0.9659863945578231,1.0085140974628846,0.8554216867469879
"Humidity:(5.0,79.0); Pressure:(10.0,1030.0)","Temperature:(10.0,40.0)",0.9930069930069929,1.011283195332275,0.8554216867469879
"Pressure:(10.0,1030.0); Temperature:(10.0,40.0)","Humidity:(0.0,74.0)",0.8227848101265823,0.9897266556595121,0.7831325301204819
"Humidity:(0.0,74.0); Temperature:(10.0,40.0)","Pressure:(10.0,1030.0)",0.9629629629629629,1.0053575588166783,0.7831325301204819
"Humidity:(0.0,74.0); Pressure:(10.0,1030.0)","Temperature:(10.0,40.0)",0.9923664122137403,1.0106308247084717,0.7831325301204819
"Pressure:(10.0,1025.0); Temperature:(10.0,40.0)","Humidity:(0.0,79.0)",0.8933333333333333,0.9886222222222222,0.8072289156626506
"Humidity:(0.0,79.0); Temperature:(10.0,40.0)","Pressure:(10.0,1025.0)",0.9115646258503401,1.0021174032526918,0.8072289156626506
"Humidity:(0.0,79.0); Pressure:(10.0,1025.0)","Temperature:(10.0,40.0)",0.9925925925925926,1.0108611679163826,0.8072289156626506
"Pressure:(10.0,1030.0); Temperature:(15.0,40.0)","Humidity:(0.0,79.0)",0.9051094890510948,1.001654501216545,0.7469879518072289
"Humidity:(0.0,79.0); Temperature:(15.0,40.0)","Pressure:(10.0,1030.0)",0.9612403100775193,1.0035590658670956,0.7469879518072289
"Humidity:(0.0,79.0); Pressure:(10.0,1030.0)","Temperature:(15.0,40.0)",0.8671328671328671,1.0136905348172953,0.7469879518072289
"Pressure:(10.0,1030.0); Temperature:(10.0,35.0)","Humidity:(0.0,79.0)",0.8926174496644296,0.9878299776286353,0.8012048192771084
"Humidity:(0.0,79.0); Temperature:(10.0,35.0)","Pressure:(10.0,1030.0)",0.9925373134328357,1.0362339247160424,0.8012048192771084
"Humidity:(0.0,79.0); Pressure:(10.0,1030.0)","Temperature:(10.0,35.0)",0.93006993006993,1.0292773892773892,0.8012048192771084
"Pressure:(5.0,1025.0); Temperature:(0.0,30.0)","Humidity:(10.0,84.0)",1.0,1.0,0.6807228915662651
"Humidity:(10.0,84.0); Temperature:(0.0,30.0)","Pressure:(5.0,1025.0)",0.9112903225806452,1.001815851313822,0.6807228915662651
"Humidity:(10.0,84.0); Pressure:(5.0,1025.0)","Temperature:(0.0,30.0)",0.7483443708609272,1.001815851313822,0.6807228915662651
"Pressure:(5.0,1025.0); Temperature:(0.0,30.0)","Humidity:(5.0,79.0)",0.8584070796460177,0.9499705014749262,0.5843373493975904
"Humidity:(5.0,79.0); Temperature:(0.0,30.0)","Pressure:(5.0,1025.0)",0.8981481481481483,0.9873681628648517,0.5843373493975904
"Humidity:(5.0,79.0); Pressure:(5.0,1025.0)","Temperature:(0.0,30.0)",0.7185185185185186,0.9618876941457588,0.5843373493975904
"Pressure:(10.0,1025.0); Temperature:(0.0,30.0)","Humidity:(5.0,84.0)",1.0,1.0,0.6807228915662651
"Humidity:(5.0,84.0); Temperature:(0.0,30.0)","Pressure:(10.0,1025.0)",0.9112903225806452,1.001815851313822,0.6807228915662651
"Humidity:(5.0,84.0); Pressure:(10.0,1025.0)","Temperature:(0.0,30.0)",0.7483443708609272,1.001815851313822,0.6807228915662651
"Pressure:(5.0,1020.0); Temperature:(0.0,30.0)","Humidity:(5.0,84.0)",1.0,1.0,0.6144578313253012
"Humidity:(5.0,84.0); Temperature:(0.0,30.0)","Pressure:(5.0,1020.0)",0.8225806451612904,0.9967035554509065,0.6144578313253012
"Humidity:(5.0,84.0); Pressure:(5.0,1020.0)","Temperature:(0.0,30.0)",0.7445255474452555,0.9967035554509065,0.6144578313253012
"Pressure:(5.0,1025.0); Temperature:(5.0,30.0)","Humidity:(5.0,84.0)",1.0,1.0,0.6807228915662651
"Humidity:(5.0,84.0); Temperature:(5.0,30.0)","Pressure:(5.0,1025.0)",0.9112903225806452,1.001815851313822,0.6807228915662651
"Humidity:(5.0,84.0); Pressure:(5.0,1025.0)","Temperature:(5.0,30.0)",0.7483443708609272,1.001815851313822,0.6807228915662651
"Pressure:(5.0,1025.0); Temperature:(0.0,25.0)","Humidity:(5.0,84.0)",1.0,1.0,0.536144578313253
"Humidity:(5.0,84.0); Temperature:(0.0,25.0)","Pressure:(5.0,1025.0)",0.967391304347826,1.063489778289663,0.536144578313253
"Pressure:(0.0,1030.0); Temperature:(10.0,30.0)","Humidity:(5.0,79.0)",0.8666666666666667,0.9591111111111111,0.6265060240963856
"Humidity:(5.0,79.0); Temperature:(10.0,30.0)","Pressure:(0.0,1030.0)",0.9904761904761905,1.0340820604971548,0.6265060240963856
"Humidity:(5.0,79.0); Pressure:(0.0,1030.0)","Temperature:(10.0,30.0)",0.7272727272727273,0.9977460555972953,0.6265060240963856
"Pressure:(5.0,1030.0); Temperature:(10.0,30.0)","Humidity:(0.0,79.0)",0.8666666666666667,0.9591111111111111,0.6265060240963856
"Humidity:(0.0,79.0); Temperature:(10.0,30.0)","Pressure:(5.0,1030.0)",0.9904761904761905,1.0340820604971548,0.6265060240963856
"Humidity:(0.0,79.0); Pressure:(5.0,1030.0)","Temperature:(10.0,30.0)",0.7272727272727273,0.9977460555972953,0.6265060240963856
"Pressure:(0.0,1025.0); Temperature:(10.0,30.0)","Humidity:(0.0,79.0)",0.8571428571428572,0.9485714285714286,0.5783132530120482
"Humidity:(0.0,79.0); Temperature:(10.0,30.0)","Pressure:(0.0,1025.0)",0.9142857142857143,1.0051087984862819,0.5783132530120482
"Humidity:(0.0,79.0); Pressure:(0.0,1025.0)","Temperature:(10.0,30.0)",0.711111111111111,0.9755739210284664,0.5783132530120482
"Pressure:(0.0,1030.0); Temperature:(15.0,30.0)","Humidity:(0.0,79.0)",0.8686868686868687,0.9613468013468014,0.5180722891566265
"Humidity:(0.0,79.0); Temperature:(15.0,30.0)","Pressure:(0.0,1030.0)",0.9885057471264368,1.03202486806911,0.5180722891566265
"Pressure:(0.0,1030.0); Temperature:(10.0,25.0)","Humidity:(0.0,79.0)",0.8202247191011235,0.9077153558052433,0.4397590361445783
"Humidity:(0.0,79.0); Temperature:(10.0,25.0)","Pressure:(0.0,1030.0)",1.0,1.0440251572327044,0.4397590361445783
"Pressure:(5.0,1030.0); Temperature:(0.0,30.0)","Humidity:(15.0,84.0)",1.0,1.0,0.7289156626506024
"Humidity:(15.0,84.0); Temperature:(0.0,30.0)","Pressure:(5.0,1030.0)",0.9758064516129032,1.0187664840738486,0.7289156626506024
"Humidity:(15.0,84.0); Pressure:(5.0,1030.0)","Temperature:(0.0,30.0)",0.761006289308176,1.0187664840738486,0.7289156626506024
"Pressure:(5.0,1030.0); Temperature:(0.0,30.0)","Humidity:(10.0,79.0)",0.8677685950413223,0.9603305785123967,0.6325301204819277
"Humidity:(10.0,79.0); Temperature:(0.0,30.0)","Pressure:(5.0,1030.0)",0.9722222222222222,1.015024458420685,0.6325301204819277
"Humidity:(10.0,79.0); Pressure:(5.0,1030.0)","Temperature:(0.0,30.0)",0.7342657342657342,0.9829686442589668,0.6325301204819277
"Pressure:(10.0,1030.0); Temperature:(0.0,30.0)","Humidity:(10.0,84.0)",1.0,1.0,0.7289156626506024
"Humidity:(10.0,84.0); Temperature:(0.0,30.0)","Pressure:(10.0,1030.0)",0.9758064516129032,1.0187664840738486,0.7289156626506024
"Humidity:(10.0,84.0); Pressure:(10.0,1030.0)","Temperature:(0.0,30.0)",0.761006289308176,1.0187664840738486,0.7289156626506024
"Pressure:(5.0,1030.0); Temperature:(5.0,30.0)","Humidity:(10.0,84.0)",1.0,1.0,0.7289156626506024
"Humidity:(10.0,84.0); Temperature:(5.0,30.0)","Pressure:(5.0,1030.0)",0.9758064516129032,1.0187664840738486,0.7289156626506024
"Humidity:(10.0,84.0); Pressure:(5.0,1030.0)","Temperature:(5.0,30.0)",0.761006289308176,1.0187664840738486,0.7289156626506024
"Pressure:(5.0,1030.0); Temperature:(0.0,25.0)","Humidity:(10.0,84.0)",1.0,1.0,0.5421686746987951
"Humidity:(10.0,84.0); Temperature:(0.0,25.0)","Pressure:(5.0,1030.0)",0.9782608695652173,1.021328958162428,0.5421686746987951
"Pressure:(15.0,1025.0); Temperature:(0.0,40.0)","Humidity:(10.0,84.0)",1.0,1.0,0.9096385542168675
"Humidity:(10.0,84.0); Temperature:(0.0,40.0)","Pressure:(15.0,1025.0)",0.9096385542168675,1.0,0.9096385542168675
"Humidity:(10.0,84.0); Pressure:(15.0,1025.0)","Temperature:(0.0,40.0)",1.0,1.0,0.9096385542168675
"Pressure:(15.0,1025.0); Temperature:(0.0,40.0)","Humidity:(5.0,79.0)",0.8940397350993378,0.9894039735099338,0.8132530120481928
"Humidity:(5.0,79.0); Temperature:(0.0,40.0)","Pressure:(15.0,1025.0)",0.9,0.9894039735099338,0.8132530120481928
"Humidity:(5.0,79.0); Pressure:(15.0,1025.0)","Temperature:(0.0,40.0)",1.0,1.0,0.8132530120481928
"Pressure:(20.0,1025.0); Temperature:(0.0,40.0)","Humidity:(5.0,84.0)",1.0,1.0,0.9096385542168675
"Humidity:(5.0,84.0); Temperature:(0.0,40.0)","Pressure:(20.0,1025.0)",0.9096385542168675,1.0,0.9096385542168675
"Humidity:(5.0,84.0); Pressure:(20.0,1025.0)","Temperature:(0.0,40.0)",1.0,1.0,0.9096385542168675
"Pressure:(15.0,1020.0); Temperature:(0.0,40.0)","Humidity:(5.0,84.0)",1.0,1.0,0.8253012048192772
"Humidity:(5.0,84.0); Temperature:(0.0,40.0)","Pressure:(15.0,1020.0)",0.8253012048192772,1.0,0.8253012048192772
"Humidity:(5.0,84.0); Pressure:(15.0,1020.0)","Temperature:(0.0,40.0)",1.0,1.0,0.8253012048192772
"Pressure:(15.0,1025.0); Temperature:(5.0,40.0)","Humidity:(5.0,84.0)",1.0,1.0,0.9096385542168675
"Humidity:(5.0,84.0); Temperature:(5.0,40.0)","Pressure:(15.0,1025.0)",0.9096385542168675,1.0,0.9096385542168675
"Humidity:(5.0,84.0); Pressure:(15.0,1025.0)","Temperature:(5.0,40.0)",1.0,1.0,0.9096385542168675
"Pressure:(15.0,1025.0); Temperature:(0.0,35.0)","Humidity:(5.0,84.0)",1.0,1.0,0.8554216867469879
"Humidity:(5.0,84.0); Temperature:(0.0,35.0)","Pressure:(15.0,1025.0)",0.9281045751633986,1.0203003938882396,0.8554216867469879
"Humidity:(5.0,84.0); Pressure:(15.0,1025.0)","Temperature:(0.0,35.0)",0.9403973509933775,1.0203003938882396,0.8554216867469879
"Pressure:(0.0,1030.0); Temperature:(0.0,25.0)","Humidity:(5.0,74.0)",0.7777777777777779,0.9355877616747184,0.42168674698795183
"Humidity:(5.0,74.0); Temperature:(0.0,25.0)","Pressure:(0.0,1030.0)",0.9722222222222222,1.015024458420685,0.42168674698795183
"Pressure:(0.0,1030.0); Temperature:(0.0,25.0)","Humidity:(0.0,69.0)",0.7000000000000001,0.9222222222222223,0.3795180722891566
"Humidity:(0.0,69.0); Temperature:(0.0,25.0)","Pressure:(0.0,1030.0)",0.9692307692307692,1.0119013062409288,0.3795180722891566
"Pressure:(5.0,1030.0); Temperature:(0.0,25.0)","Humidity:(0.0,74.0)",0.7777777777777779,0.9355877616747184,0.42168674698795183
"Humidity:(0.0,74.0); Temperature:(0.0,25.0)","Pressure:(5.0,1030.0)",0.9722222222222222,1.015024458420685,0.42168674698795183
"Pressure:(0.0,1025.0); Temperature:(0.0,25.0)","Humidity:(0.0,74.0)",0.7752808988764045,0.9325842696629213,0.41566265060240964
"Humidity:(0.0,74.0); Temperature:(0.0,25.0)","Pressure:(0.0,1025.0)",0.9583333333333334,1.0535320088300222,0.41566265060240964
"Pressure:(0.0,1025.0); Temperature:(0.0,35.0)","Humidity:(10.0,74.0)",0.823943661971831,0.9911206368646662,0.7048192771084337
"Humidity:(10.0,74.0); Temperature:(0.0,35.0)","Pressure:(0.0,1025.0)",0.9359999999999999,1.0289801324503312,0.7048192771084337
"Humidity:(10.0,74.0); Pressure:(0.0,1025.0)","Temperature:(0.0,35.0)",0.9285714285714286,1.007469654528478,0.7048192771084337
"Pressure:(5.0,1025.0); Temperature:(0.0,35.0)","Humidity:(5.0,74.0)",0.823943661971831,0.9911206368646662,0.7048192771084337
"Humidity:(5.0,74.0); Temperature:(0.0,35.0)","Pressure:(5.0,1025.0)",0.9359999999999999,1.0289801324503312,0.7048192771084337
"Humidity:(5.0,74.0); Pressure:(5.0,1025.0)","Temperature:(0.0,35.0)",0.9285714285714286,1.007469654528478,0.7048192771084337
"Pressure:(0.0,1020.0); Temperature:(0.0,35.0)","Humidity:(5.0,74.0)",0.8091603053435114,0.9733377586016151,0.6385542168674698
"Humidity:(5.0,74.0); Temperature:(0.0,35.0)","Pressure:(0.0,1020.0)",0.8479999999999999,1.0275036496350363,0.6385542168674698
"Humidity:(5.0,74.0); Pressure:(0.0,1020.0)","Temperature:(0.0,35.0)",0.9464285714285714,1.026844070961718,0.6385542168674698
"Pressure:(0.0,1025.0); Temperature:(5.0,35.0)","Humidity:(5.0,74.0)",0.823943661971831,0.9911206368646662,0.7048192771084337
"Humidity:(5.0,74.0); Temperature:(5.0,35.0)","Pressure:(0.0,1025.0)",0.9359999999999999,1.0289801324503312,0.7048192771084337
"Humidity:(5.0,74.0); Pressure:(0.0,1025.0)","Temperature:(5.0,35.0)",0.9285714285714286,1.007469654528478,0.7048192771084337
"Pressure:(0.0,1025.0); Temperature:(0.0,30.0)","Humidity:(5.0,74.0)",0.7787610619469026,0.936770552776709,0.5301204819277109
"Humidity:(5.0,74.0); Temperature:(0.0,30.0)","Pressure:(0.0,1025.0)",0.9166666666666667,1.0077262693156734,0.5301204819277109
"Pressure:(0.0,1025.0); Temperature:(5.0,35.0)","Humidity:(10.0,79.0)",0.8873239436619719,0.9819718309859156,0.7590361445783133
"Humidity:(10.0,79.0); Temperature:(5.0,35.0)","Pressure:(0.0,1025.0)",0.9197080291970803,1.0110697539517572,0.7590361445783133
"Humidity:(10.0,79.0); Pressure:(0.0,1025.0)","Temperature:(5.0,35.0)",0.9333333333333333,1.012636165577342,0.7590361445783133
"Pressure:(5.0,1025.0); Temperature:(5.0,35.0)","Humidity:(5.0,79.0)",0.8873239436619719,0.9819718309859156,0.7590361445783133
"Humidity:(5.0,79.0); Temperature:(5.0,35.0)","Pressure:(5.0,1025.0)",0.9197080291970803,1.0110697539517572,0.7590361445783133
"Humidity:(5.0,79.0); Pressure:(5.0,1025.0)","Temperature:(5.0,35.0)",0.9333333333333333,1.012636165577342,0.7590361445783133
"Pressure:(0.0,1020.0); Temperature:(5.0,35.0)","Humidity:(5.0,79.0)",0.8778625954198472,0.9715012722646309,0.6927710843373494
"Humidity:(5.0,79.0); Temperature:(5.0,35.0)","Pressure:(0.0,1020.0)",0.8394160583941604,1.017102669295114,0.6927710843373494
"Humidity:(5.0,79.0); Pressure:(0.0,1020.0)","Temperature:(5.0,35.0)",0.9504132231404958,1.0311672878517797,0.6927710843373494
"Pressure:(0.0,1025.0); Temperature:(10.0,35.0)","Humidity:(5.0,79.0)",0.8865248226950355,0.9810874704491727,0.7530120481927711
"Humidity:(5.0,79.0); Temperature:(10.0,35.0)","Pressure:(0.0,1025.0)",0.9328358208955224,1.0255016309182565,0.7530120481927711
"Humidity:(5.0,79.0); Pressure:(0.0,1025.0)","Temperature:(10.0,35.0)",0.9259259259259259,1.0246913580246912,0.7530120481927711
"Pressure:(0.0,1025.0); Temperature:(5.0,30.0)","Humidity:(5.0,79.0)",0.8584070796460177,0.9499705014749262,0.5843373493975904
"Humidity:(5.0,79.0); Temperature:(5.0,30.0)","Pressure:(0.0,1025.0)",0.8981481481481483,0.9873681628648517,0.5843373493975904
"Humidity:(5.0,79.0); Pressure:(0.0,1025.0)","Temperature:(5.0,30.0)",0.7185185185185186,0.9618876941457588,0.5843373493975904
"Pressure:(0.0,1030.0); Temperature:(5.0,40.0)","Humidity:(15.0,74.0)",0.8238993710691824,0.99106735940206,0.7891566265060241
"Humidity:(15.0,74.0); Temperature:(5.0,40.0)","Pressure:(0.0,1030.0)",0.9492753623188406,0.9910673594020599,0.7891566265060241
"Humidity:(15.0,74.0); Pressure:(0.0,1030.0)","Temperature:(5.0,40.0)",1.0,1.0,0.7891566265060241
"Pressure:(0.0,1030.0); Temperature:(5.0,40.0)","Humidity:(10.0,69.0)",0.7547169811320754,0.9943096735549565,0.7228915662650602
"Humidity:(10.0,69.0); Temperature:(5.0,40.0)","Pressure:(0.0,1030.0)",0.9523809523809523,0.9943096735549565,0.7228915662650602
"Humidity:(10.0,69.0); Pressure:(0.0,1030.0)","Temperature:(5.0,40.0)",1.0,1.0,0.7228915662650602
"Pressure:(5.0,1030.0); Temperature:(5.0,40.0)","Humidity:(10.0,74.0)",0.8238993710691824,0.99106735940206,0.7891566265060241
"Humidity:(10.0,74.0); Temperature:(5.0,40.0)","Pressure:(5.0,1030.0)",0.9492753623188406,0.9910673594020599,0.7891566265060241
"Humidity:(10.0,74.0); Pressure:(5.0,1030.0)","Temperature:(5.0,40.0)",1.0,1.0,0.7891566265060241
"Pressure:(0.0,1025.0); Temperature:(5.0,40.0)","Humidity:(10.0,74.0)",0.8344370860927153,1.0037431615318169,0.7590361445783133
"Humidity:(10.0,74.0); Temperature:(5.0,40.0)","Pressure:(0.0,1025.0)",0.9130434782608695,1.0037431615318169,0.7590361445783133
"Humidity:(10.0,74.0); Pressure:(0.0,1025.0)","Temperature:(5.0,40.0)",1.0,1.0,0.7590361445783133
