Rule_ID,Antecedent,Consequent,Confidence,Lift,Support,P_Value
54,"{Humidity:(0.0,79.0), Temperature:(10.0,35.0)}","{Pressure:(0.0,1020.0)}",0.8345864661654135,1.0214341824711033,0.676829268292683,0.9790156009668204
55,"{Humidity:(0.0,79.0), Pressure:(0.0,1020.0)}","{Temperature:(10.0,35.0)}",0.940677966101695,1.0353770902058923,0.676829268292683,0.9658316853438804
56,"{Pressure:(5.0,1030.0), Temperature:(20.0,40.0)}","{Humidity:(5.0,84.0)}",1.0,1.0,0.774390243902439,1.0
57,"{Humidity:(5.0,84.0), Temperature:(20.0,40.0)}","{Pressure:(5.0,1030.0)}",0.9921875,1.0364251592356688,0.774390243902439,0.9648550028807374
58,"{Humidity:(5.0,84.0), Pressure:(5.0,1030.0)}","{Temperature:(20.0,40.0)}",0.8089171974522293,1.0364251592356688,0.774390243902439,0.9648550028807374
59,"{Pressure:(10.0,1030.0), Temperature:(10.0,40.0)}","{Humidity:(0.0,74.0)}",0.8397435897435899,0.9907766094816456,0.7987804878048781,1.0
60,"{Humidity:(0.0,74.0), Temperature:(10.0,40.0)}","{Pressure:(10.0,1030.0)}",0.9776119402985076,1.0211997338150016,0.7987804878048781,0.979240364922733
61,"{Humidity:(0.0,74.0), Pressure:(10.0,1030.0)}","{Temperature:(10.0,40.0)}",0.9924242424242424,1.0236325519344387,0.7987804878048781,0.9769130515732638
62,"{Humidity:(0.0,64.0), Temperature:(5.0,40.0)}","{Pressure:(5.0,1030.0)}",0.9729729729729729,1.0163539335513858,0.6585365853658537,0.9839092140921409
63,"{Humidity:(0.0,64.0), Pressure:(5.0,1030.0)}","{Temperature:(5.0,40.0)}",1.0,1.0250000000000001,0.6585365853658537,0.9756097560975608
64,"{Pressure:(10.0,1025.0), Temperature:(0.0,30.0)}","{Humidity:(0.0,79.0)}",0.8584070796460177,0.9512078450131547,0.5914634146341463,1.0
65,"{Humidity:(0.0,79.0), Temperature:(0.0,30.0)}","{Pressure:(10.0,1025.0)}",0.9238095238095237,1.0168104825822946,0.5914634146341463,0.9834674377671613
66,"{Pressure:(0.0,1030.0), Temperature:(10.0,35.0)}","{Humidity:(15.0,84.0)}",1.0,1.0,0.8902439024390244,1.0
67,"{Humidity:(15.0,84.0), Temperature:(10.0,35.0)}","{Pressure:(0.0,1030.0)}",0.9798657718120806,1.0235540546317274,0.8902439024390244,0.9769879719345138
68,"{Humidity:(15.0,84.0), Pressure:(0.0,1030.0)}","{Temperature:(10.0,35.0)}",0.9299363057324841,1.0235540546317274,0.8902439024390244,0.9769879719345138
69,"{Pressure:(5.0,1020.0), Temperature:(5.0,35.0)}","{Humidity:(5.0,84.0)}",1.0,1.0,0.7804878048780488,1.0
70,"{Humidity:(5.0,84.0), Temperature:(5.0,35.0)}","{Pressure:(5.0,1020.0)}",0.8533333333333333,1.0443781094527362,0.7804878048780488,0.9575076219512194
71,"{Humidity:(5.0,84.0), Pressure:(5.0,1020.0)}","{Temperature:(5.0,35.0)}",0.955223880597015,1.0443781094527365,0.7804878048780488,0.9575076219512194
72,"{Pressure:(15.0,1030.0), Temperature:(0.0,40.0)}","{Humidity:(5.0,74.0)}",0.8407643312101911,0.9919809375429594,0.8048780487804879,1.0
73,"{Humidity:(5.0,74.0), Temperature:(0.0,40.0)}","{Pressure:(15.0,1030.0)}",0.9777777777777779,1.02137296532201,0.8048780487804879,0.9790742793791573
74,"{Humidity:(5.0,74.0), Pressure:(15.0,1030.0)}","{Temperature:(0.0,40.0)}",1.0,1.0250000000000001,0.8048780487804879,0.975609756097561
75,"{Pressure:(0.0,1015.0), Temperature:(0.0,30.0)}","{Humidity:(0.0,79.0)}",0.8552631578947368,0.947724039829303,0.39634146341463417,1.0
76,"{Pressure:(10.0,1015.0), Temperature:(5.0,40.0)}","{Humidity:(0.0,84.0)}",1.0,1.0,0.6219512195121951,1.0
77,"{Humidity:(0.0,84.0), Pressure:(10.0,1015.0)}","{Temperature:(5.0,40.0)}",1.0,1.0250000000000001,0.6219512195121951,0.975609756097561
78,"{Pressure:(5.0,1030.0), Temperature:(5.0,35.0)}","{Humidity:(15.0,84.0)}",1.0,1.0,0.8963414634146342,1.0
79,"{Humidity:(15.0,84.0), Temperature:(5.0,35.0)}","{Pressure:(5.0,1030.0)}",0.98,1.0236942675159235,0.8963414634146342,0.9768541562966649
80,"{Humidity:(15.0,84.0), Pressure:(5.0,1030.0)}","{Temperature:(5.0,35.0)}",0.9363057324840764,1.0236942675159235,0.8963414634146342,0.9768541562966649
81,"{Pressure:(5.0,1030.0), Temperature:(10.0,30.0)}","{Humidity:(0.0,79.0)}",0.8632478632478633,0.9565719565719566,0.6158536585365854,1.0
82,"{Humidity:(0.0,79.0), Temperature:(10.0,30.0)}","{Pressure:(5.0,1030.0)}",0.9711538461538461,1.014453699167075,0.6158536585365854,0.9857522337599613
83,"{Pressure:(0.0,1025.0), Temperature:(5.0,25.0)}","{Humidity:(0.0,79.0)}",0.8202247191011236,0.9088976617066504,0.4451219512195122,1.0
84,"{Humidity:(0.0,79.0), Temperature:(5.0,25.0)}","{Pressure:(0.0,1025.0)}",0.9605263157894737,1.0572235959025078,0.4451219512195122,0.9458737053123957
85,"{Pressure:(0.0,1025.0), Temperature:(15.0,35.0)}","{Humidity:(0.0,79.0)}",0.8968253968253967,0.9937794937794937,0.6890243902439024,1.0
86,"{Humidity:(0.0,79.0), Temperature:(15.0,35.0)}","{Pressure:(0.0,1025.0)}",0.9262295081967212,1.0194740895588073,0.6890243902439024,0.980897906324196
87,"{Humidity:(0.0,79.0), Pressure:(0.0,1025.0)}","{Temperature:(15.0,35.0)}",0.8496240601503758,1.03213589529379,0.6890243902439024,0.9688646665227715
88,"{Pressure:(5.0,1020.0), Temperature:(5.0,30.0)}","{Humidity:(0.0,84.0)}",1.0,1.0,0.6219512195121951,1.0
89,"{Humidity:(0.0,84.0), Temperature:(5.0,30.0)}","{Pressure:(5.0,1020.0)}",0.8429752066115702,1.0317009991365487,0.6219512195121951,0.9692730750836919
90,"{Pressure:(5.0,1020.0), Temperature:(15.0,40.0)}","{Humidity:(0.0,84.0)}",1.0,1.0,0.7378048780487805,1.0
91,"{Humidity:(0.0,84.0), Temperature:(15.0,40.0)}","{Pressure:(5.0,1020.0)}",0.8344827586206897,1.0213072568193515,0.7378048780487805,0.9791372707115501
92,"{Humidity:(0.0,84.0), Pressure:(5.0,1020.0)}","{Temperature:(15.0,40.0)}",0.9029850746268657,1.0213072568193515,0.7378048780487805,0.9791372707115501
93,"{Pressure:(0.0,1020.0), Temperature:(15.0,35.0)}","{Humidity:(0.0,84.0)}",1.0,1.0,0.7012195121951219,1.0
94,"{Humidity:(0.0,84.0), Temperature:(15.0,35.0)}","{Pressure:(0.0,1020.0)}",0.8518518518518519,1.0425649530127143,0.7012195121951219,0.9591728525980912
95,"{Humidity:(0.0,84.0), Pressure:(0.0,1020.0)}","{Temperature:(15.0,35.0)}",0.8582089552238806,1.0425649530127143,0.7012195121951219,0.9591728525980912
96,"{Pressure:(5.0,1030.0), Temperature:(0.0,40.0)}","{Humidity:(15.0,74.0)}",0.8407643312101911,0.9919809375429594,0.8048780487804879,1.0
97,"{Humidity:(15.0,74.0), Temperature:(0.0,40.0)}","{Pressure:(5.0,1030.0)}",0.9777777777777779,1.02137296532201,0.8048780487804879,0.9790742793791573
98,"{Humidity:(15.0,74.0), Pressure:(5.0,1030.0)}","{Temperature:(0.0,40.0)}",1.0,1.0250000000000001,0.8048780487804879,0.975609756097561
99,"{Pressure:(5.0,1025.0), Temperature:(0.0,40.0)}","{Humidity:(15.0,79.0)}",0.8926174496644296,0.9891166334119355,0.8109756097560976,1.0
100,"{Humidity:(15.0,79.0), Temperature:(0.0,40.0)}","{Pressure:(5.0,1025.0)}",0.9236111111111112,1.0165920954511558,0.8109756097560976,0.9836787089675407
101,"{Humidity:(15.0,79.0), Pressure:(5.0,1025.0)}","{Temperature:(0.0,40.0)}",1.0,1.0250000000000001,0.8109756097560976,0.975609756097561
102,"{Pressure:(0.0,1015.0), Temperature:(5.0,40.0)}","{Humidity:(0.0,74.0)}",0.803921568627451,0.9485117788122444,0.5,1.0
103,"{Humidity:(0.0,74.0), Pressure:(0.0,1015.0)}","{Temperature:(5.0,40.0)}",1.0,1.0250000000000001,0.5,0.975609756097561
104,"{Humidity:(0.0,59.0), Temperature:(5.0,40.0)}","{Pressure:(0.0,1030.0)}",0.96875,1.0119426751592357,0.5670731707317073,0.9881982690794651
105,"{Humidity:(0.0,59.0), Pressure:(0.0,1030.0)}","{Temperature:(5.0,40.0)}",1.0,1.0250000000000001,0.5670731707317073,0.975609756097561
106,"{Pressure:(5.0,1020.0), Temperature:(10.0,40.0)}","{Humidity:(0.0,79.0)}",0.8796992481203006,0.9748018695387115,0.7134146341463414,1.0
107,"{Humidity:(0.0,79.0), Temperature:(10.0,40.0)}","{Pressure:(5.0,1020.0)}",0.8181818181818181,1.0013568521031206,0.7134146341463414,0.9986449864498644
108,"{Humidity:(0.0,79.0), Pressure:(5.0,1020.0)}","{Temperature:(10.0,40.0)}",0.9915254237288136,1.02270546850016,0.7134146341463414,0.9777986241400876
109,"{Pressure:(10.0,1030.0), Temperature:(5.0,35.0)}","{Humidity:(5.0,79.0)}",0.891156462585034,0.987497701783416,0.7987804878048781,1.0
110,"{Humidity:(5.0,79.0), Temperature:(5.0,35.0)}","{Pressure:(10.0,1030.0)}",0.9776119402985076,1.0211997338150016,0.7987804878048781,0.979240364922733
111,"{Humidity:(5.0,79.0), Pressure:(10.0,1030.0)}","{Temperature:(5.0,35.0)}",0.9290780141843973,1.015791962174941,0.7987804878048781,0.9844535468255446
112,"{Pressure:(5.0,1015.0), Temperature:(0.0,40.0)}","{Humidity:(10.0,84.0)}",1.0,1.0,0.6219512195121951,1.0
113,"{Humidity:(10.0,84.0), Pressure:(5.0,1015.0)}","{Temperature:(0.0,40.0)}",1.0,1.0250000000000001,0.6219512195121951,0.975609756097561
114,"{Pressure:(20.0,1025.0), Temperature:(0.0,40.0)}","{Humidity:(5.0,84.0)}",1.0,1.0,0.9085365853658537,1.0
115,"{Humidity:(5.0,84.0), Temperature:(0.0,40.0)}","{Pressure:(20.0,1025.0)}",0.93125,1.025,0.9085365853658537,0.9756097560975608
116,"{Humidity:(5.0,84.0), Pressure:(20.0,1025.0)}","{Temperature:(0.0,40.0)}",1.0,1.0250000000000001,0.9085365853658537,0.9756097560975608
117,"{Pressure:(0.0,1030.0), Temperature:(10.0,35.0)}","{Humidity:(10.0,79.0)}",0.8904109589041096,0.9866716031099593,0.7926829268292683,1.0
118,"{Humidity:(10.0,79.0), Temperature:(10.0,35.0)}","{Pressure:(0.0,1030.0)}",0.9774436090225563,1.021023897322925,0.7926829268292683,0.9794090056285178
119,"{Humidity:(10.0,79.0), Pressure:(0.0,1030.0)}","{Temperature:(10.0,35.0)}",0.921985815602837,1.0148031795896997,0.7926829268292683,0.9854127579737336
120,"{Pressure:(5.0,1025.0), Temperature:(0.0,35.0)}","{Humidity:(5.0,74.0)}",0.8201438848920863,0.9676517778582889,0.6951219512195121,1.0
121,"{Humidity:(5.0,74.0), Temperature:(0.0,35.0)}","{Pressure:(5.0,1025.0)}",0.9119999999999999,1.0038120805369126,0.6951219512195121,0.9962023962344888
122,"{Humidity:(5.0,74.0), Pressure:(5.0,1025.0)}","{Temperature:(0.0,35.0)}",0.9193548387096774,1.0051612903225806,0.6951219512195121,0.9948652118100129
123,"{Pressure:(5.0,1025.0), Temperature:(0.0,40.0)}","{Humidity:(10.0,74.0)}",0.8322147651006712,0.9818936796871228,0.7560975609756098,1.0
124,"{Humidity:(10.0,74.0), Temperature:(0.0,40.0)}","{Pressure:(5.0,1025.0)}",0.9185185185185186,1.0109868257519266,0.7560975609756098,0.9891325727773407
125,"{Humidity:(10.0,74.0), Pressure:(5.0,1025.0)}","{Temperature:(0.0,40.0)}",1.0,1.0250000000000001,0.7560975609756098,0.975609756097561
126,"{Pressure:(5.0,1025.0), Temperature:(20.0,40.0)}","{Humidity:(0.0,84.0)}",1.0,1.0,0.7317073170731707,1.0
127,"{Humidity:(0.0,84.0), Temperature:(20.0,40.0)}","{Pressure:(5.0,1025.0)}",0.9375,1.0318791946308725,0.7317073170731707,0.9691056910569107
128,"{Humidity:(0.0,84.0), Pressure:(5.0,1025.0)}","{Temperature:(20.0,40.0)}",0.8053691275167785,1.0318791946308723,0.7317073170731707,0.9691056910569107
129,"{Humidity:(0.0,74.0), Temperature:(0.0,25.0)}","{Pressure:(0.0,1025.0)}",0.9583333333333333,1.0548098434004474,0.42073170731707316,0.9480381760339343
130,"{Pressure:(15.0,1030.0), Temperature:(0.0,40.0)}","{Humidity:(15.0,84.0)}",1.0,1.0,0.9573170731707317,1.0
131,"{Humidity:(15.0,84.0), Temperature:(0.0,40.0)}","{Pressure:(15.0,1030.0)}",0.98125,1.025,0.9573170731707317,0.975609756097561
132,"{Humidity:(15.0,84.0), Pressure:(15.0,1030.0)}","{Temperature:(0.0,40.0)}",1.0,1.0250000000000001,0.9573170731707317,0.975609756097561
133,"{Pressure:(20.0,1030.0), Temperature:(0.0,40.0)}","{Humidity:(10.0,84.0)}",1.0,1.0,0.9573170731707317,1.0
134,"{Humidity:(10.0,84.0), Temperature:(0.0,40.0)}","{Pressure:(20.0,1030.0)}",0.98125,1.025,0.9573170731707317,0.975609756097561
135,"{Humidity:(10.0,84.0), Pressure:(20.0,1030.0)}","{Temperature:(0.0,40.0)}",1.0,1.0250000000000001,0.9573170731707317,0.975609756097561
136,"{Humidity:(0.0,74.0), Temperature:(5.0,25.0)}","{Pressure:(0.0,1030.0)}",0.9722222222222222,1.0155697098372258,0.4268292682926829,0.9846689895470383
137,"{Pressure:(5.0,1025.0), Temperature:(10.0,35.0)}","{Humidity:(0.0,79.0)}",0.8840579710144928,0.9796318057187623,0.7439024390243902,1.0
138,"{Humidity:(0.0,79.0), Temperature:(10.0,35.0)}","{Pressure:(5.0,1025.0)}",0.9172932330827067,1.0096381894333148,0.7439024390243902,0.9904538184726112
139,"{Humidity:(0.0,79.0), Pressure:(5.0,1025.0)}","{Temperature:(10.0,35.0)}",0.9172932330827067,1.0096381894333148,0.7439024390243902,0.9904538184726112
140,"{Pressure:(0.0,1030.0), Temperature:(0.0,40.0)}","{Humidity:(20.0,74.0)}",0.8407643312101911,0.9919809375429594,0.8048780487804879,1.0
141,"{Humidity:(20.0,74.0), Temperature:(0.0,40.0)}","{Pressure:(0.0,1030.0)}",0.9777777777777779,1.02137296532201,0.8048780487804879,0.9790742793791573
142,"{Humidity:(20.0,74.0), Pressure:(0.0,1030.0)}","{Temperature:(0.0,40.0)}",1.0,1.0250000000000001,0.8048780487804879,0.975609756097561
143,"{Humidity:(5.0,69.0), Temperature:(5.0,35.0)}","{Pressure:(0.0,1030.0)}",0.9736842105263159,1.0170968823332218,0.676829268292683,0.9831905075807513
144,"{Humidity:(5.0,69.0), Pressure:(0.0,1030.0)}","{Temperature:(5.0,35.0)}",0.9173553719008265,1.0029752066115702,0.676829268292683,0.9970336189848383
145,"{Pressure:(0.0,1030.0), Temperature:(0.0,40.0)}","{Humidity:(25.0,79.0)}",0.89171974522293,0.9948437973915681,0.8536585365853658,1.0
146,"{Humidity:(25.0,79.0), Temperature:(0.0,40.0)}","{Pressure:(0.0,1030.0)}",0.979020979020979,1.0226715959200035,0.8536585365853658,0.9778310104529616
147,"{Humidity:(25.0,79.0), Pressure:(0.0,1030.0)}","{Temperature:(0.0,40.0)}",1.0,1.0250000000000001,0.8536585365853658,0.975609756097561
148,"{Humidity:(0.0,74.0), Temperature:(0.0,30.0)}","{Pressure:(10.0,1030.0)}",0.96875,1.0119426751592357,0.5670731707317073,0.9881982690794651
149,"{Pressure:(0.0,1030.0), Temperature:(25.0,40.0)}","{Humidity:(5.0,84.0)}",1.0,1.0,0.40853658536585363,1.0
150,"{Humidity:(5.0,84.0), Temperature:(25.0,40.0)}","{Pressure:(0.0,1030.0)}",0.9852941176470588,1.0292244286249532,0.40853658536585363,0.971605387695668
151,"{Pressure:(5.0,1025.0), Temperature:(10.0,40.0)}","{Humidity:(5.0,79.0)}",0.8918918918918919,0.9883126369612856,0.8048780487804879,1.0
152,"{Humidity:(5.0,79.0), Temperature:(10.0,40.0)}","{Pressure:(5.0,1025.0)}",0.9230769230769231,1.0160041300980898,0.8048780487804879,0.9842479674796748
153,"{Humidity:(5.0,79.0), Pressure:(5.0,1025.0)}","{Temperature:(10.0,40.0)}",0.9924812030075187,1.0236913037310256,0.8048780487804879,0.9768569844789357
154,"{Pressure:(5.0,1015.0), Temperature:(0.0,40.0)}","{Humidity:(5.0,79.0)}",0.8921568627450981,0.9886062533121357,0.5548780487804879,1.0
155,"{Humidity:(5.0,79.0), Pressure:(5.0,1015.0)}","{Temperature:(0.0,40.0)}",1.0,1.0250000000000001,0.5548780487804879,0.975609756097561
156,"{Pressure:(5.0,1020.0), Temperature:(0.0,35.0)}","{Humidity:(10.0,84.0)}",1.0,1.0,0.7804878048780488,1.0
157,"{Humidity:(10.0,84.0), Temperature:(0.0,35.0)}","{Pressure:(5.0,1020.0)}",0.8533333333333333,1.0443781094527362,0.7804878048780488,0.9575076219512194
158,"{Humidity:(10.0,84.0), Pressure:(5.0,1020.0)}","{Temperature:(0.0,35.0)}",0.955223880597015,1.0443781094527365,0.7804878048780488,0.9575076219512194
159,"{Pressure:(5.0,1030.0), Temperature:(10.0,30.0)}","{Humidity:(5.0,84.0)}",1.0,1.0,0.7134146341463414,1.0
160,"{Humidity:(5.0,84.0), Temperature:(10.0,30.0)}","{Pressure:(5.0,1030.0)}",0.975,1.018471337579618,0.7134146341463414,0.9818636647904941
161,"{Pressure:(15.0,1030.0), Temperature:(10.0,40.0)}","{Humidity:(5.0,84.0)}",1.0,1.0,0.9512195121951219,1.0
162,"{Humidity:(5.0,84.0), Temperature:(10.0,40.0)}","{Pressure:(15.0,1030.0)}",0.9811320754716981,1.0248768176901815,0.9512195121951219,0.9757270168855534
163,"{Humidity:(5.0,84.0), Pressure:(15.0,1030.0)}","{Temperature:(10.0,40.0)}",0.9936305732484076,1.0248768176901815,0.9512195121951219,0.9757270168855534
164,"{Pressure:(0.0,1025.0), Temperature:(0.0,40.0)}","{Humidity:(25.0,84.0)}",0.9932885906040269,0.9993823856384074,0.9024390243902439,1.0
165,"{Humidity:(25.0,84.0), Temperature:(0.0,40.0)}","{Pressure:(0.0,1025.0)}",0.9308176100628931,1.0245240808745937,0.9024390243902439,0.9760629531970995
166,"{Humidity:(25.0,84.0), Pressure:(0.0,1025.0)}","{Temperature:(0.0,40.0)}",1.0,1.0250000000000001,0.9024390243902439,0.975609756097561
167,"{Pressure:(10.0,1025.0), Temperature:(5.0,40.0)}","{Humidity:(10.0,84.0)}",1.0,1.0,0.9085365853658537,1.0
168,"{Humidity:(10.0,84.0), Temperature:(5.0,40.0)}","{Pressure:(10.0,1025.0)}",0.93125,1.025,0.9085365853658537,0.9756097560975608
